Db,Ndb Id,FoodDescription,Manufacturer 
BF,45136105,"BELGIAN CHOCOLATE, WITH SWEETENERS FROM STEVIA, UPC: 675714700029",CAVALIER NV
BF,45276847,"CHOCOLATE 1% LOW FAT MILK, UPC: 018894303237","Big Y Foods, Inc."
BF,45341558,"CLIF BAR, ENERGY BAR, COCONUT CHOCOLATE CHIP, UPC: 722252160300",Clif Bar and Company
BF,45260091,"PREMIUM DARK CHOCOLATE WITH ORANGE ALMONDS, UPC: 819077012409",European Chocolate LTD
BF,45323206,"BITE-SIZED CREAMY CHOCOLATE WITH A DELICATE CRUNCH, UPC: 635104267860",Enstrom Candies Inc.
BF,45348063,"GOURMET MILK CHOCOLATE COVERED BISCUITS, UPC: 654954226711",none
BF,45232868,"CHUNKY CHOCOLATE PEANUT CHEWY GRANOLA BARS, UPC: 058449891383",none
BF,45325753,"ALMONDS, CASHEWS, DARK CHOCOLATE, GOJI BERRIES, SALT, UPC: 793574637764",none
BF,45316748,"FUDGY & CHEWY BROWNIE BITES WITH CHOCOLATE CHIPS, UPC: 077890435977","Wegmans Food Markets, Inc."
BF,45316640,"BRIOCHE ROLLS WITH MILK CHOCOLATE CHIPS, UPC: 852160006329",Bakerly LLC
BF,45039935,"ALL NATURAL DARK CHOCOLATE COCONUT CHEWS, UPC: 086700680254",Falcon Trading Company Inc.
BF,45204609,"ORGANIC PROTEIN BAR CHOCOLATE COATED, UPC: 858236003063",none
BF,45316513,"CHOCOLATE COATED ORGANIC PROTEIN BAR, UPC: 858236003179",none
BF,45316462,"DOUBLE CHOCOLATE CRISP & BUTTERY COOKIE STICKS, UPC: 892343006074",none
BF,45315949,"FRUCTOSE SWEETENED LOW GLYCEMIC CHOCOLATE CHIP COOKIES, UPC: 031919002007",none
BF,45316224,"GOLDEN MARIA SANDWICH COOKIES WITH CHOCOLATE FLAVORED FILLING, UPC: 041331049078","GOYA FOODS, INC."
BF,45316192,"CHOCOLATE NUT SUBDAE CONES VANILLA ICE CREAM, UPC: 070770090167",none
BF,45360460,"HATCHERS PEANUT BUTTER FILLED MILK CHOCOLATE, UPC: 000609983810",none
BF,45359493,"FLAVORED CREME COVERED IN MILK CHOCOLATE, UPC: 077260063892",RUSSELL STOVER CANDIES INC.
BF,45113520,"DARK CHOCOLATE ALMOND MINT BAR, UPC: 602652240034",KIND Inc.
BF,45085656,"DARK CHOCOLATE CHERRY CASHEW + ANTIOXIDANTS* BARS, UPC: 602652171666",KIND Inc.
BF,45324377,"CHOCOLATE CAKE WITH PEANUT BUTTER CREAMY FILLING, UPC: 888109112219","HOSTESS BRANDS, LLC"
BF,45223747,"DARK CHOCOLATE HAZELNUT SPICE BAR, UPC: 602652244810",KIND Inc.
BF,45189610,"ORGANIC PROTEIN BAR CHOCOLATE COATED, UPC: 858236003100",none
BF,45169871,"CHOCOLATE COATED ORGANIC PROTEIN BAR, UPC: 858236003032",none
BF,45316511,"ALMOND, CHOCOLATE, CRANBERRY & CASHEW MIX, UPC: 046567023250",RALEY'S
BF,45345429,"GOURMET PEPPERMINT BARK ON A CHOCOLATE COOKIE, UPC: 049022979260",WALGREENS CO.
BF,45316285,"MILK CHOCOLATE BAR FILLED WITH HAZELNUT & CREAM, UPC: 815871010146",none
BF,45365429,"MILK CHOCOLATE PEANUT BUTTER CUPS, UPC: 034000491124",none
BF,45004387,"JAVA CRUNCH CREAMY CAPPUCCINO & RICH CHOCOLATE CHIPS, UPC: 854758001068","Little Red Rooster Ice Cream Company, Inc."
BF,45360458,"HATCHERS CARAMEL FILLED MILK CHOCOLATE, UPC: 000609983803",Madelaine Chocolate Novelties
BF,45359492,"FLAVORED CREME COVERED IN MILK CHOCOLATE, UPC: 077260083319",RUSSELL STOVER CANDIES INC.
BF,45315480,"DARK CHOCOLATE ALMOND MINT BAR, UPC: 602652199783",KIND Inc.
BF,45327074,"CHOCOLATE CAKE WITH PEANUT BUTTER CREAMY FILLING, UPC: 888109011352","HOSTESS BRANDS, LLC"
BF,45315524,"CRUNCHY ENGLISH TOFFEE WITH ALMONDS IN DARK CHOCOLATE, UPC: 042272011438",AMY'S KITCHEN INC.
BF,45222949,"DARK CHOCOLATE MOCHA ALMOND BAR, UPC: 602652171819",KIND Inc.
BF,45314988,"DARK CHOCOLATE CINNAMON PECAN BAR, UPC: 602652177521",KIND Inc.
BF,45223097,"DARK CHOCOLATE ALMOND MINT BAR, UPC: 602652199837",KIND Inc.
BF,45045114,"CHOCOLATE MUFFIN & CAKE ALMOND FLOUR MIX, UPC: 856069005025",SIMPLE MILLS
BF,45090627,"PEANUT BUTTER BANANA WITH DARK CHOCOLATE ENERGY BARS, UPC: 722252360199",Clif Bar and Company
BF,45314593,"ROASTED PEANUT DIPPED IN REAL DARK CHOCOLATE, UPC: 691535203020","LIFESTYLE EVOLUTION, INC."
BF,45326709,"ORGANIC BELGIAN SEMI-SWEET CHOCOLATE CHIPS, UPC: 711535511038",Star Markets Co.
BF,45293324,"SNACK BREAKS PREMIUM SNACKING CHOCOLATE, UPC: 895444001177",SETH ELLIS CHOCOLATIER
BF,45180430,"ORGANIC DARK CHOCOLATE BROWNIE MIX, UPC: 850403000295",Namaste Foods
BF,45293262,"DARK SUPER BLACKOUT ORGANIC CHOCOLATE, UPC: 817670011089",Alter Eco Americas Inc.
BF,45292970,"DARK SALTED ALMONDS ORGANIC CHOCOLATE, UPC: 817670011065",Alter Eco Americas Inc.
BF,45352919,"CRISP RICE TREATS WITH CHOCOLATE CHUNKS, UPC: 077485000375",none
BF,45360993,"SOFT CARAMEL WITH PECANS COVERED IN CHOCOLATE, UPC: 042272011575",AMY'S KITCHEN INC.
BF,45270375,"DOUBLE DARK CHOCOLATE GRANOLA BARS, UPC: 602652184345",KIND Inc.
BF,45085666,"DARK CHOCOLATE NUTS & SEA SALT BAR, UPC: 602652177514",KIND Inc.
BF,45106413,"CHOCOLATE CHIP COOKIE ALMOND FLOUR MIX, UPC: 856069005049",SIMPLE MILLS
BF,45324263,"MILK CHOCOLATE WITH A HAZELNUT AND CARAMEL BROWNIE FILLING, UPC: 009542005443",Lindt & Sprungli (Schweiz) AG
BF,45351869,"LUXURY DARK CHOCOLATE SOLID BAR, UPC: 792851359870",none
BF,45314579,"TOASTED COCONUT, DIPPED IN REAL CHOCOLATE, UPC: 691535208018",none
BF,45293326,"SNACK BREAKS PREMIUM SNACKING CHOCOLATE, UPC: 895444001153",SETH ELLIS CHOCOLATIER
BF,45314555,"60% DARK CHOCOLATE DRENCHED SWEET WHOLE BLUEBERRIES, UPC: 846107008439",none
BF,45293266,"DARK BARK CHOCOLATE SNACKING THINS, UPC: 856072004671",TAZA CHOCOLATE
BF,45293245,"BANANA CHOCOLATE CHIP MUFFINS MADE WITH FRESH VEGGIES, UPC: 704863028286",Classic Cooking Inc.
BF,45292967,"DARK SALT & MALT ORGANIC CHOCOLATE, UPC: 817670011072",Alter Eco Americas Inc.
BF,45324626,"WHITE CHOCOLATE FLAVORED RASPBERRY CULTURED DAIRY BLEND, UPC: 011110506344",The Kroger Co.
BF,45293015,"MILK CHOCOLATE TRIPLE DIPPED MALT BALLS, UPC: 078742208107","WAL-MART STORES, INC."
BF,45292854,"DARK CHOCOLATE COVERED FRUIT TRUFFLES BITES, UPC: 850397004361","THAT'S IT NUTRITION, LLC"
BF,45292851,"DARK CHOCOLATE COVERED FRUIT TRUFFLES BITES, UPC: 850397004408","THAT'S IT NUTRITION, LLC"
BF,45292845,"BITES DARK CHOCOLATE COVERED FRUIT TRUFFLES, UPC: 850397004392","THAT'S IT NUTRITION, LLC"
BF,45292840,"BITES DARK CHOCOLATE COVERED FRUIT TRUFFLES, UPC: 850397004354","THAT'S IT NUTRITION, LLC"
BF,45292771,"DARK CHOCOLATE COVERED FRUIT TRUFFLES, UPC: 850397004811","THAT'S IT NUTRITION, LLC"
BF,45292769,"DARK CHOCOLATE COVERED FRUIT TRUFFLES, UPC: 850397004774","THAT'S IT NUTRITION, LLC"
BF,45292767,"DARK CHOCOLATE COVERED FRUIT TRUFFLES, UPC: 850397004736","THAT'S IT NUTRITION, LLC"
BF,45292765,"DARK CHOCOLATE COVERED FRUIT TRUFFLES, UPC: 850397004804","THAT'S IT NUTRITION, LLC"
BF,45292640,"MORINGA SUPERFOOD DARK CHOCOLATE BAR, UPC: 85046005028",none
BF,45292904,"PREMIUM ITALIAN DARK CHOCOLATE GELATO, UPC: 073866201430",Kings Super Markets Inc
BF,45156897,"INSTANT RICH CHOCOLATE HOT COCOA MIX, UPC: 075450060553","Hy-Vee, Inc."
BF,45328688,"CHOCOLATE NUT BROWNIE CLEAN WHEY PROTEIN BAR, UPC: 097421501889","Post Foods, LLC"
BF,45292855,"DARK CHOCOLATE COVERED FRUIT TRUFFLES BITES, UPC: 850397004439","THAT'S IT NUTRITION, LLC"
BF,45322909,"DARK CHOCOLATE COVERED FRUIT TRUFFLES, UPC: 850397004422","THAT'S IT NUTRITION, LLC"
BF,45269248,"DARK CHOCOLATE COVERED FRUIT TRUFFLES, UPC: 850397004378","THAT'S IT NUTRITION, LLC"
BF,45292844,"DARK CHOCOLATE COVERED FRUIT TRUFFLES BITES, UPC: 850397004385","THAT'S IT NUTRITION, LLC"
BF,45322906,"DARK CHOCOLATE COVERED FRUIT TRUFFLES, UPC: 850397004767","THAT'S IT NUTRITION, LLC"
BF,45292770,"DARK CHOCOLATE COVERED FRUIT TRUFFLES, UPC: 850397004743","THAT'S IT NUTRITION, LLC"
BF,45292768,"DARK CHOCOLATE COVERED FRUIT TRUFFLES BITES, UPC: 850397004750","THAT'S IT NUTRITION, LLC"
BF,45292766,"DARK CHOCOLATE COVERED FRUIT TRUFFLES, UPC: 850397004781","THAT'S IT NUTRITION, LLC"
BF,45292764,"DARK CHOCOLATE COVERED FRUIT TRUFFLES BITES, UPC: 850397004798","THAT'S IT NUTRITION, LLC"
BF,45104830,"BLUE DIAMOND, OVEN ROASTED ALMONDS, DARK CHOCOLATE, UPC: 041570110478",BLUE DIAMOND GROWERS
BF,45279275,"VANILLA FLAVORED, CHOCOLATE AND STRAWBERRY ICE CREAM, UPC: 075450102093","Hy-Vee, Inc."
BF,45326483,"DARK CHOCOLATE DELUXE CAKE MIX, UPC: 036800385559","Topco Associates, Inc."
BF,45324453,"CREAMY MILK CHOCOLATE TRUFFLES WITH CRUNCHY MINT PIECES, UPC: 852379007025",none
BF,45292427,"MILK CHOCOLATE COVERED ESPRESSO BEANS, UPC: 037041120541",none
BF,45292295,"MINI DARK CHOCOLATE P.B. BUCKEYES, UPC: 041497133765","WEIS MARKETS, INC."
BF,45027318,"WHIPPED CREAMY CENTER WITH CARAMEL COVERED IN CHOCOLATE, UPC: 042272003914",AMY'S KITCHEN INC.
BF,45108657,"CHOCOLATE CHIP COOKIE DOUGH BITES, UPC: 816247010678",none
BF,45045345,"DARK CHOCOLATE COVERED ALMOND TOFFEE, UPC: 716270020043","Creative Natural Products, Inc."
BF,45033813,"DARK CHOCOLATE COVERED SALTED ALMONDS, UPC: 716270020012","Creative Natural Products, Inc."
BF,45291955,"ALMOND BUTTER CUPS DARK CHOCOLATE, UPC: 716270060018","Creative Natural Products, Inc."
BF,45328555,"DESSERT TOPPING DARK CHOCOLATE HOT FUDGE, UPC: 035900171307",Morley Candy Makers Inc.
BF,45291810,"DARK CHOCOLATE PREMIUM BAKING CHIPS, UPC: 856481003180",LILY'S
BF,45291665,"PEANUT BUTTER BLENDED WITH RICH DARK CHOCOLATE, UPC: 851087000960","Peanut Butter & Co, Inc."
BF,45060986,"GLUTEN FREE CHOCOLATE CHIP COOKIES, UPC: 810291001088",none
BF,45187662,"PASCHA, ORGANIC CHOCOLATE BAKING CHIPS, UPC: 842638005046",none
BF,45292434,"DARK CHOCOLATE CARAMELS WITH SEA SALT, UPC: 078742208121","WAL-MART STORES, INC."
BF,45292381,"MILK CHOCOLATE PEANUT BUTTER PEANUTS, UPC: 078742208091","WAL-MART STORES, INC."
BF,45232446,"CRISPY, RICE CRISPS, ALMONDS & CARAMEL COVERED IN CHOCOLATE., UPC: 042272003884",AMY'S KITCHEN INC.
BF,45027317,"CRUNCHY ENGLISH TOFFEE WITH ALMONDS IN DARK CHOCOLATE, UPC: 042272003907",AMY'S KITCHEN INC.
BF,45086430,"ALMONDS & SEA SALT IN DARK CHOCOLATE, UPC: 716270051559","Creative Natural Products, Inc."
BF,45045343,"MILKY CHOCOLATE COVERED HONEY ROASTED PEANUTS, UPC: 716270020036","Creative Natural Products, Inc."
BF,45291956,"ALMOND BUTTER CUPS MILK CHOCOLATE, UPC: 716270060032","Creative Natural Products, Inc."
BF,45359287,"MALTED ICE CREAM WITH CHOCOLATE CHIPS, UPC: 075767600459",none
BF,45106203,"FRUIT & ALMOND BUTTER WITH DARK CHOCOLATE AND COCONUT, UPC: 859863004027","HolisticTreats, Inc"
BF,45328731,"SWISS STYLE CHOCOLATE LOWFAT MILK, UPC: 041483037572",Kemps LLC
BF,45065246,"CHOCOLATE COVERED STRAWBERRIES FINE ICE CREAMS, UPC: 075209824795",McConnell's Ice Cream Inc.
BF,45187663,"PASCHA, ORGANIC WHITE CHOCOLATE BAKING CHIPS, UPC: 842638005053",none
BF,45291267,"85% CACAO EXTRA DARK CHOCOLATE, UPC: 839456002456",none
BF,45322990,"CHOCOLATE FUDGE GREEK FROZEN YOGURT BARS, UPC: 011110908056",The Kroger Co.
BF,45103595,"ROASTED CASHEWS COVERED IN MILK CHOCOLATE, UPC: 049022733299",none
BF,45290852,"MILK CHOCOLATE COVERED REAL BANANA SLICES, UPC: 071202163299",Dole Packaged Foods Company
BF,45318727,"FAMOUS AMOS, CHOCOLATE CHIP BITE SIZE COOKIES,, UPC: 076677100336","President Baking Company, Inc."
BF,45118451,"SANDERS, SNACK DIP, MILK CHOCOLATE FRUIT, UPC: 035900279270",Morley Candy Makers Inc.
BF,45161868,"MAXINE'S HEAVENLY, VEGAN COOKIES, ALMOND CHOCOLATE CHIP, UPC: 853026005005",Maxine's Heavenly
BF,45147905,"FRANZ, COOKIES, CHOCOLATE PEANUT BUTTER, UPC: 072220221046",United States Bakery
BF,45147041,"BROWN & HALEY, CHOCOLATE COVERED GRAHAM, UPC: 041770204106",BROWN & HALEY
BF,45084854,"BROWN & HALEY, ENGLISH TOFFEE, DARK CHOCOLATE, UPC: 041770037209",BROWN & HALEY
BF,45157789,"THE BAKERY, GOURMET MINI COOKIES, CHOCOLATE CHUNK, UPC: 078742081120","WAL-MART STORES, INC."
BF,45149260,"SUNFLOWER FOOD COMPANY, CHOCOLATE SUNFLOWER SEEDS, UPC: 701175941920",Sunflower Food Company Inc.
BF,45142986,"ESSENTIAL EVERYDAY, MILK CHOCOLATE COVERED PEANUTS, UPC: 041303053126","Supervalu, Inc."
BF,45291260,"DOUBLE TROUBLE CHOCOLATE SHORTBREAD COOKIES, UPC: 892584002040","Slcglutenfree, LLC"
BF,45323080,"ROASTED ALMONDS COVERED IN DARK CHOCOLATE, UPC: 049022733282",WALGREENS CO.
BF,45291119,"MILK CHOCOLATE WITH CINNAMON & VANILLA GLAZE FILLING, UPC: 691355898147","Hammond's Candies Since 1920, LLC"
BF,45155702,"CUMBERLAND FARMS, CREAMY COCONUT RICH DARK CHOCOLATE, UPC: 042704058444",Cumberland Farms Dairy Inc
BF,45176571,"WEGMANS, FUDGY & CHEWY BROWNIE BITE WITH CHOCOLATE CHIPS, UPC: 077890370582","Wegmans Food Markets, Inc."
BF,45165921,"SUPERIOR NUT & CANDY, CHOCOLATE PRETZELS, UPC: 722648715114",Superior Nut/candy Distribut'G
BF,45151752,"BUTTERCRUNCH TOFFEE WITH ALMONDS & DARK CHOCOLATE, UPC: 041770026104",none
BF,45147530,"MAXINE'S HEAVENLY, OATMEAL CHOCOLATE CHIP, UPC: 853026005012",Maxine's Heavenly
BF,45146954,"BARON CHOCOLATIER, PREMIUM MILK CHOCOLATE TRUFFLES, UPC: 819077012867",European Chocolate LTD
BF,45037548,"SHORELINE FRUIT, MILK CHOCOLATE COVERED CHERRIES, UPC: 846659002299",Shoreline Fruit Llc
BF,45154189,"SHORELINE FRUIT, DRIED MILK CHOCOLATE COVERD CHERRIES, UPC: 846659002206",Shoreline Fruit Llc
BF,45144801,"ROUNDY'S, NATURAL CHOCOLATE TOFFEE ALMONDS, UPC: 011150950466",none
BF,45255015,"ICE CREAM WITH CHOCOLATE CREAM FILLED COOKIES, UPC: 041270461665","Iga, Inc."
BF,45143615,"BAHLSEN, PFEFFERNUSSE COOKIES COVERED WITH CHOCOLATE, UPC: 070569864306",Bahlsen Inc.
BF,45159957,"CHUAO CHOCOLATIER, GOURMET HANDCRAFTED CHOCOLATE, SWEET & SALTY, UPC: 872629009630",CHUAO CHOCOLATIER
BF,45157560,"CPV, BIG CHOCOLATE CHUNK COOKIES, UPC: 085264130014","Aryzta, LLC"
BF,45248490,"M&M'S, CRISPY CHOCOLATE CANDIES, UPC: 040000494836",Mars Chocolate North America LLC
BF,45152642,"WEGMANS, MILK CHOCOLATE MALTED MILK BALLS, UPC: 077890373545","Wegmans Food Markets, Inc."
BF,45235195,"CHEWY DIPPED CHOCOLATE CHIP COATED WITH GRANOLA BAR, UPC: 064042103457",none
BF,45149985,"85% COCOA INTENSE DARK CHOCOLATE, UPC: 818700011017","Galler America, LLC"
BF,45176924,"BROOKSHIRE'S, CHUNKY COOKIES, CHOCOLATE CHIP, UPC: 092825106968",Brookshire Grocery Company
BF,45174460,"DELICIOUS BAKERY, CHUNKY CHOCOLATE CHIP, UPC: 045100060950","Vista Bakery, Inc."
BF,45157243,"LECOUR'S, CHIPTASTIC!, CHEWY CHOCOLATE CHIP COOKIES, UPC: 051933053359",The Moran Group Incorporated
BF,45154480,"LINDT, PEPPERMINT WHITE CHOCOLATE TRUFFLES, UPC: 009542011734",Lindt & Sprungli (Schweiz) AG
BF,45148646,"THE BAKERY, CRISPY TOFFEE COOKIES, CHOCOLATE CHIP, UPC: 078742079677","WAL-MART STORES, INC."
BF,45154701,"SWEET SHOP USA, HANDMADE CHOCOLATE, UPC: 017109328720","Sweet Shop Candies, Inc."
BF,45165337,"TODD CANDY CO, CHOCOLATE PRETZELS, UPC: 091953008892",McKeesport Candy Co.
BF,45148573,"WEGMANS, MINI COOKIES, WHITE CHOCOLATE CHIP, UPC: 077890373309","Wegmans Food Markets, Inc."
BF,45250483,"M&M'S, CHOCOLATE CRISPY CANDIES, 32.4, UPC: 040000494799",Mars Chocolate North America LLC
BF,45176810,"THE BAKERY, GOLDEN VANILLA & CHOCOLATE MINI CUPCAKES, UPC: 078742065045","WAL-MART STORES, INC."
BF,45150443,"DARK CHOCOLATE PEANUT BUTTER CUPS, UPC: 855571005141",UnReal Brands Inc
BF,45158493,"GALLER CHOCOLATIER, INTENSE DARK CHOCOLATE COLLECTION, COCOA, UPC: 818700011000","Galler America, LLC"
BF,45254749,"MILK CHOCOLATE AND CARAMEL MOUSSE CAKE, UPC: 831193004151","The French Patisserie, Inc."
BF,45176906,"EXTRA FILL CHOCOLATE SANDWICH CREME, UPC: 092825106982",Brookshire Grocery Company
BF,45171254,"LINDT, LINDOR, ASSORTED CHOCOLATE TRUFFLES, UPC: 009542007102",Lindt & Sprungli (Schweiz) AG
BF,45154481,"LINDT, ASSORTED CHOCOLATE MINI STICKS, UPC: 009542011765",Lindt & Sprungli (Schweiz) AG
BF,45152717,"THE BAKERY BAKED WITH PRIDE, CHOCOLATE CRACKLE COOKIES, UPC: 078742072203","WAL-MART STORES, INC."
BF,45147476,"CEMOI, ASSORTED TREE DECORETIONS HOLLOW MILK CHOCOLATE, UPC: 052302718213",Cantalou SA
BF,45142062,"SIMPLE TRUTH ORGANIC, DARK CHOCOLATE, UPC: 011110844026",The Kroger Co.
BF,45150550,"LINDT, LINDOR, WHITE CHOCOLATE TRUFFLES, WHITE PEPPERMINT, UPC: 009542011741",Lindt & Sprungli (Schweiz) AG
BF,45165228,"MARKET PANTRY, WHITE CHOCOLATES COVERED COOKIES, UPC: 085239018323",Target Stores
BF,45249090,"SNICKERS, BAR, MILK CHOCOLATE, PEANUTS, CARAMEL & NOUGAT, UPC: 040000492290",Mars Chocolate North America LLC
BF,45142063,"SIMPLE TRUTH ORGANIC, DARK CHOCOLATE, UPC: 011110844095",The Kroger Co.
BF,45177473,"MARKET PANTRY, CHOCOLATE MINI CUPCAKES, UPC: 085239110416",Target Stores
BF,45157617,"LAURA LYNN, CHOCOLATE CARAMEL CLUSTERS, UPC: 086854061367",Ingles Markets Inc.
BF,45180023,"MEIJER, PASTEL GREEN SIXLETS CANDY, CHOCOLATE, UPC: 708820301214","Meijer, Inc."
BF,45180004,"MEIJER, WHITE SIXLETS CANDY, CHOCOLATE, UPC: 708820300996","Meijer, Inc."
BF,45160789,"MEIJER, SILVER SIXLETS CANDY, CHOCOLATE, UPC: 708820519091","Meijer, Inc."
BF,45145202,"MEIJER, MILK CHOCOLATE GEMS DARK GREEN CANDY, UPC: 708820042643","Meijer, Inc."
BF,45088197,"BROWNIES MADE WITH M&M'S MILK CHOCOLATE CANDIES, UPC: 888109111465","HOSTESS BRANDS, LLC"
BF,45242302,"LINDT, LINDOR, CARAMEL MILK CHOCOLATE PIECES, CARAMEL, UPC: 009542012502",Lindt & Sprungli (Schweiz) AG
BF,45142017,"LINDT, LINDOR, PEPPERMINT WHITE CHOCOLATE TRUFFLES, UPC: 009542011710",Lindt & Sprungli (Schweiz) AG
BF,45173302,"SANDERS, FRUIT & SNACK DIP, MILK CHOCOLATE, UPC: 035900275777",Morley Candy Makers Inc.
BF,45154524,"HOT COCOA MADE WITH BELGIAN CHOCOLATE, UPC: 011110019943",The Kroger Co.
BF,45144737,"KROGER, MINI OATMEAL COOKIES, MILK CHOCOLATE, UPC: 011110841599",The Kroger Co.
BF,45182025,"GOURMET CHOCOLATE CRUNCH CARAMEL APPLE, UPC: 034986062578",Affy Tapple Inc.
BF,45158150,"TOOGOOD GOURMET, COOKIES, CHOCOLATE CHIP, UPC: 659422214719","TOO GOOD GOURMET, INC."
BF,45147379,"GOLD EMBLEM, ANIMAL POP DECORATED WHITE CHOCOLATE, UPC: 050428503621","CVS Pharmacy, Inc."
BF,45180006,"MEIJER, MAIZE SIXLETS, CANDY, CHOCOLATE, UPC: 708820301078","Meijer, Inc."
BF,45165807,"MEIJER, MILK CHOCOLATE GEMS - ORANGE, UPC: 788828842681",Aguinaga Fertilizer Company Inc.
BF,45067817,"CLOVER VALLEY, MINI CHOCOLATE CHIP, UPC: 745527114303","Bud's Best Cookies, Inc."
BF,45088199,"CHOCOLATE CAKE ROLLED WITH CREAMY FILLING, UPC: 888109110062","HOSTESS BRANDS, LLC"
BF,45347271,"COCONUT & MARSHMALLOW COVERED CHOCOLATE CAKE WITH CREAMY FILLING, UPC: 888109111557","HOSTESS BRANDS, LLC"
BF,45354909,"GREAT VALUE, CHEWY CHOCOLATE CHIP COOKIES, UPC: 078742090504","WAL-MART STORES, INC."
BF,45155717,"HOMEKIST, SANDWICH COOKIE, CHOCOLATE CREME, UPC: 045100060738","Vista Bakery, Inc."
BF,45151993,"LECOUR'S, CREME BETWEENS CHOCOLATE SANDWICH COOKIES, UPC: 051933053557",The Moran Group Incorporated
BF,45249949,"WHOLE BLUEBERRIES DIPPED IN DARK CHOCOLATE, UPC: 040000492016",Mars Chocolate North America LLC
BF,45159664,"BUBBIE'S BISCOTTI, BELGIAN CHOCOLATE MARBLE, UPC: 890845000279",none
BF,45153213,"GLUTINO, GLUTEN FREE COOKIES, DOUBLE CHOCOLATE CHIP, UPC: 678523070451",none
BF,45160876,"PEANUT BUTTER CUP MILK CHOCOLATE, UPC: 721605251443","Hebert Confections, LLC"
BF,45155498,"BRACH'S, ROYALS CHOCOLATE, APPLE, CARAMEL, UPC: 041420550614",FERRARA CANDY COMPANY
BF,45142465,"DIERBERGS KITCHEN, CHOCOLATE CHIP CHEWY, UPC: 023933676494","Dierberg's Markets, Inc."
BF,45156196,"MRS. FIELDS, COOKIE INSPIRED CHOCOLATES, UPC: 070203043739",FAMOUS BRANDS INTERNATIONAL
BF,45152108,"CHOCOLATE DOUBLE FILLED SANDWICH CREME COOKIES, UPC: 070038601067",none
BF,45174731,"MARKET BASKET, CHOCOLATE CREMES SANDWICH CREME COOKIES, UPC: 049705087213",Market Basket Inc.
BF,45180690,"HOLIDAY IMPRESSIONS MILK & DARK CHOCOLATE, UPC: 747599319204",GHIRARDELLI CHOCOLATE COMPANY
BF,45176242,"GREAT VALUE, CANDY CHOCOLATE CHIP COOKIES, UPC: 078742038674","WAL-MART STORES, INC."
BF,45154629,"RITE AID PANTRY, CHEWY CHOCOLATE CHIPS COOKIES, UPC: 011822554435",Rite Aid Corporation
BF,45249952,"ALL NUTS & CARAMEL COVERED IN MILK CHOCOLATE, UPC: 040000494546",Mars Chocolate North America LLC
BF,45180328,"LUCKY SPOON, CHOCOLATE BUTTER CREAM CUPCAKES, UPC: 850489003104",Lucky Spoon Bakery
BF,45233340,"MY DAD'S COOKIES, COOKIES, CHOCOLATE CHIP, UPC: 852291004256",My Dads Gluten Free  Products
BF,45039370,"GLUTINO, GLUTEN FREE CHOCOLATE COVERED WAFER BITES, UPC: 678523010372",none
BF,45160078,"DI BRUNO BROS., CHOCOLATE CHIP BISCOTTI, UPC: 890911002411",none
BF,45147248,"COCOA CRATE, FUN NATURAL CHOCOLATES, UPC: 845777009661","G. Debbas Chocolatier, Inc."
BF,45176267,"MAXFIELD, MILK CHOCOLATE MINT SANDWICHES, UPC: 070203042435",FAMOUS BRANDS INTERNATIONAL
BF,45152118,"MRS. FIELDS, BUTTER CARAMEL CHOCOLATES, UPC: 070203043678",FAMOUS BRANDS INTERNATIONAL
BF,45157343,"CHOCOLATE EXTRA FILLED FUDGE SANDWICH CREME COOKIES, UPC: 070038601050",none
BF,45174730,"MARKET BASKET, SANDWICH CREME COOKIES, CHOCOLATE, UPC: 049705087206",Market Basket Inc.
BF,45156101,"LINDT, MILK CHOCOLATE TRUFFLES, CARAMEL, UPC: 009542007676",Lindt & Sprungli (Schweiz) AG
BF,45147332,"SNACK FACTORY, PRETZEL CRISPS, WHITE CHOCOLATE & PEPPERMINT, UPC: 049508008446",Snack Factory Inc
BF,45180508,"THE GARFIELD SHOW, BISCUITS STICKS WITH CHOCOLATE CREAM, UPC: 853494000915",Good Link Trading
BF,45156214,"MRS FIELDS, SOFT BUTTER APPLE CARAMEL CHOCOLATE, UPC: 070203046884",FAMOUS BRANDS INTERNATIONAL
BF,45144742,"SIMPLE TRUTH ORGANIC, DARK CHOCOLATE, UPC: 011110844033",The Kroger Co.
BF,45174214,"GOOD & DELISH, CHOCOLATE SWIRL CHEESECAKE, UPC: 049022813892",WALGREENS CO.
BF,45145990,"FOOD LION, CHEWY CHOCOLATE CHIPS DELIGHT COOKIES, UPC: 035826088321",Food Town Stores Inc.
BF,45155217,"HOLLEY SWEETS, MILK CHOCOLATE PECANS, UPC: 038233000177",Whistle Stops
BF,45156027,"7 SELECT, ROASTED CASHEWS, MILK CHOCOLATE, UPC: 052548557348","7-Eleven, Inc."
BF,45257781,"CARAMEL CHOCOLATE NUT ROLL BARS, UPC: 637480031738","ATKINS NUTRITIONALS, INC."
BF,45145911,"DISNEY, STAR WARS EASTER MILK CHOCOLATE, UPC: 768395475635",Ross Acquisition Inc.
BF,45159869,"MEIJI, BISCUIT STICKS COVERED WITH CHOCOLATE LUCKY STICK, UPC: 994504124310",none
BF,45158166,"GIANNA'S, CHOCOLATE DIPPED TURKEYS SUGAR COOKIES, UPC: 683639922006",Gianna's Baking Company
BF,45154715,"LUNDS & BYERLYS, OUR BAKERY, CHOCOLATE KRINKLE COOKIES, UPC: 018169482049",Byerly Foods International
